jour_publication,titre,auteur,categorie
07-05-2021,"Aux Maldives, l’ancien président Mohamed Nasheed hospitalisé dans un état critique après un attentat",['Le Monde avec AFP'],international
07-05-2021,Des collectifs des travailleurs des plates-formes ne veulent pas entrer dans le moule du syndicalisme traditionnel,['Catherine Quignon'],emploi
07-05-2021,Pourquoi certains de nos articles sont signés « Le Monde avec AFP »,['Le Monde'],le-monde-et-vous
07-05-2021,Michel Field et Elvire de Brissac : les intersections parisiennes,['Philippe-Jean Catinchi'],livres
07-05-2021,Affaire Bolloré : nouveau revers pour le Parquet national financier,['Simon Piel'],societe
07-05-2021,Nouvelle-Calédonie : six militants kanak mis en examen pour des violences contre l’usine de nickel de Vale,['Le Monde avec AFP'],societe
07-05-2021,La bataille des livreurs sans papiers de Frichti se poursuit aux prud’hommes,['Francine Aizicovici'],economie
07-05-2021,"Ehpad : en Suède, les bonus versés aux dirigeants suscitent la colère dans le pays",['Anne-Françoise Hivert'],economie
07-05-2021,"« Big Shot », sur Disney+ : John Stamos en coach râleur au grand cœur",['Audrey Fournier'],culture
07-05-2021,Quiz : dix infos à connaître sur François Mitterrand,['Le Monde'],politique
07-05-2021,Comment sortir du dispositif des prêts garantis par l’Etat ?,"['Nicolas Darbo', 'Charles Mazé', 'Rodolphe Pacciarella']",idees
07-05-2021,L’Organisation mondiale de la santé accorde son homologation d’urgence au vaccin anti-Covid chinois Sinopharm,['Le Monde avec AFP'],planete
07-05-2021,Génocide des Tutsi : le prêtre franco-rwandais Marcel Hitayezu libéré sous contrôle judiciaire,['Le Monde avec AFP'],afrique
07-05-2021,Six membres d’un groupuscule d’ultradroite interpellés pour un projet d’actions violentes,['Le Monde avec AFP'],societe
07-05-2021,Démantèlements de camps de migrants : trois préfets accusés de « complicité de violences volontaires »,['Le Monde avec AFP'],societe
07-05-2021,Twitter déploie un système de « pourboires » à verser aux auteurs de tweets,['Nicolas Six'],pixels
07-05-2021,Alerte aux faillites,['Le Monde'],idees
07-05-2021,La Cour de justice de l’UE et la Pologne croisent le fer sur l’indépendance des magistrats,['Romain Su'],international
07-05-2021,"L’Afrique face au Covid-19 : les Seychelles vaccinées, mais de nouveau dans la tourmente",['Laurence Caramel'],afrique
07-05-2021,Elisabeth Thuelin : « Des résultats comptables des banques en apparence rassurants »,['Elisabeth Thuelin'],idees
07-05-2021,"On a testé… « Resident Evil : Village », le train fantôme qui nous a cloués à notre siège",['Pierre Trouvé'],pixels
07-05-2021,"Fusée hors de contrôle : le risque de dégâts sur Terre est « extrêmement faible », selon la Chine",['Le Monde avec AFP'],sciences
07-05-2021,"Régionales : en Provence-Alpes-Côte d’Azur, écologistes et partis de gauche s’unissent sans les « insoumis »",['Gilles Rof'],politique
07-05-2021,Royaume-Uni : les conservateurs ravissent un bastion travailliste lors d’élections locales,['Le Monde avec AFP'],international
07-05-2021,"Restaurants : « Sans mesures d’individualisation, le dispositif d’aide actuel n’est pas viable »",['Olivier Gergaud'],idees
07-05-2021,"Face à la Russie, le soutien crucial des Etats-Unis à l’Ukraine",['Faustine Vincent'],international
07-05-2021,Covid-19 : l’Angleterre assouplit les restrictions sur les voyages à l’étranger,['Le Monde avec AFP'],planete
07-05-2021,Féminicide de Mérignac : le mari mis en examen pour homicide volontaire,['Le Monde avec AFP'],societe
07-05-2021,Comment « Le Monde » traite certaines actualités en « live »,['Le Monde'],le-monde-et-vous
07-05-2021,"« Après le Covid, le tourisme repartira. Il importe que ce rebond ne se fasse pas sur des bases identiques »",['Rémy Knafou'],idees
07-05-2021,Vaccins et brevets : Biden héros à peu de frais,['Le Monde'],idees
07-05-2021,"En Espagne, derrière le départ de Pablo Iglesias, les limites de Podemos",['Sandrine Morel'],international
07-05-2021,Etats-Unis : la communauté asiatique « en état de siège »,['Corine Lesnes'],international
07-05-2021,"Faillites d’entreprises : « Il faut mieux inclure les créanciers dans les plans de restructuration, au lieu de laisser les seuls actionnaires »",['Sébastien Laye'],idees
07-05-2021,Assurance-chômage : les syndicats peu emballés par le « big-bang » du Medef,"['Raphaëlle Besse Desmoulières', 'Bertrand Bissuel']",politique
07-05-2021,"Isolé, Erdogan tente de renouer avec l’Egypte",['Marie Jégo'],international
07-05-2021,"En Allemagne, la levée des restrictions pour les personnes immunisées contre le Covid-19 fait débat",['Thomas Wieder'],planete
07-05-2021,"A Jérusalem-Est, des Palestiniens menacés d’expulsion",['Louis Imbert'],international
07-05-2021,Jean Castex annonce dix millions d’euros pour renforcer la sécurité des commissariats de police,['Le Monde avec AFP'],societe
07-05-2021,"A Beyrouth, Jean-Yves Le Drian ouvre le dialogue avec l’opposition libanaise",['Benjamin Barthe'],international
07-05-2021,« Attendre une reprise qui prendrait la forme d’un retour à la situation ante-Covid fait courir un danger majeur aux entreprises »,['Nadine Levratto'],idees
07-05-2021,"Gauche désunie, droite déchirée et RN à l’affût… à peine déconfinée, la France entre dans la campagne présidentielle 2022","['Franck Johannès, Sylvia Zappi, Abel Mestre, Olivier Faye et Sarah Belouezzane']",politique
07-05-2021,"« Avec la révolution verte, tous les prix sont à la hausse, et le pouvoir d’achat des plus modestes va en pâtir »",['Philippe Escande'],economie
07-05-2021,"Covid-19 : une décrue franche, mais fragile, de la maladie en France",['Stéphane Foucart'],planete
07-05-2021,Emmanuel Macron ne célébrera pas l’anniversaire de l’élection de François Mitterrand le 10 mai,"['Olivier Faye', 'Solenn de Royer']",politique
07-05-2021,"Sur les terres blessées de l’ANC, dans la province sud-africaine du Free State",['Mathilde Boussion'],afrique
07-05-2021,Twitter suspend des comptes qui relaient la parole de Donald Trump,['Le Monde avec AFP'],pixels
07-05-2021,Le secret professionnel des avocats renforcé,['Jean-Baptiste Jacquin'],societe
07-05-2021,"Régionales : Gilles Pennelle, le « super DRH » du RN, tête de liste en Bretagne",['Franck Johannès'],politique
07-05-2021,Crise sociale en Algérie : le gouvernement met en garde contre des actes « subversifs »,['Le Monde avec AFP'],afrique
07-05-2021,"Covid-19 : les variants préoccupants anglais, sud-africain et brésilien multiplient bien les risques de formes graves, y compris chez les jeunes",['Marc Gozlan'],
07-05-2021,"Régionales : en Bretagne, Marine Le Pen rêve d’une « révolution »",['Franck Johannès'],politique
07-05-2021,Le FMI se dit prêt à accompagner la Tunisie dans ses réformes économiques,['Le Monde avec AFP'],afrique
07-05-2021,"Hommage au glaciologue russe Nikolay Vassiliev, dans « Terres polaires »",['Pierre Jullien'],mondephilatelique
07-05-2021,Retour de Laurent Gbagbo en Côte d’Ivoire : la date sera connue quand tout sera « prêt »,['Le Monde avec AFP'],afrique
07-05-2021,Elections régionales en PACA : la secrétaire d’Etat Sophie Cluzel sera finalement tête de liste LRM,['Le Monde'],politique
07-05-2021,Ecriture inclusive : Jean-Michel Blanquer exclut l’utilisation du point médian à l’école,['Le Monde'],societe
07-05-2021,"Musique : Dan Gharibian, l’ivresse du vagabondage",['Patrick Labesse'],culture
07-05-2021,"Le parcours exigeant d’un article du « Monde », de l’écriture aux multiples relectures",['Le Monde'],le-monde-et-vous
07-05-2021,"« Fiers de punir », de Gilles Favarel-Garrigues et Laurent Gayer : la chronique « sociologie » de Roger-Pol Droit",['Roger-Pol Droit'],livres
07-05-2021,"Jessica Gérondal Mwiza, 28 ans, le Rwanda et le combat au cœur",['Coumba Kane'],campus
07-05-2021,"« Henri Weber, le rouge et la rose », sur France 5 : itinéraire d’un éternel engagé",['Yann Plougastel'],culture
07-05-2021,"Sauver le climat et créer des emplois : le manifeste de la CGT, Greenpeace et Attac",['Nabil Wakim'],economie
07-05-2021,"Conseil ou Commission, qui incarne le « gouvernement » de l’Union européenne ?",['Jean-Pierre Stroobants'],idees
07-05-2021,« La vie psychique du racisme » : aux racines de l’inconscient colonial,['Séverine Kodjo-Grandvaux'],idees
07-05-2021,"« Le Saut épique », de Fethi Benslama : le djihad au cas par cas",['Elisabeth Roudinesco'],livres
07-05-2021,"« La planification, une idée d’avenir » : un programme progressiste pour mener la reconstruction écologique",['Antoine Reverchon'],idees
07-05-2021,"« Si rien ne permet la présence des caméras dans les enquêtes, tout la légitimerait »","['Matthieu Bourrette', 'Eric Lemasson']",idees
07-05-2021,Comment compléter sa future retraite avec des sociétés civiles de placement immobilier (SCPI),['Marie Pellefigue'],argent
07-05-2021,Football : l’ancien gardien du Havre Christophe Revault est mort,['Le Monde avec AFP'],disparitions
07-05-2021,« On peut encore monter mais il nous faut des doses » : les centres de vaccination se préparent à intensifier la cadence,"['Alexandre Lemarié, Laurie Moniez, Delphine Roucaute et Richard Schittly']",planete
07-05-2021,"Au procès de Nordahl Lelandais, l’impossible reconstitution du décès d’Arthur Noyer",['Henri Seckel'],societe
07-05-2021,"Delphine Horvilleur : « Si on m’avait dit à 25 ans que je deviendrais rabbin, ça m’aurait fait beaucoup rire »",['Le Monde'],podcasts
07-05-2021,« En supprimant l’ENA on perd le “soft power” qui vient avec »,['Jocelyn Caron'],idees
07-05-2021,La loi climat est-elle à la hauteur des enjeux ?,['Esther Michon'],podcasts
07-05-2021,Gérald Darmanin veut retirer le statut de réfugié aux étrangers radicalisés ou délinquants,['Le Monde avec AFP'],societe
07-05-2021,Meurtre d’un policier à Avignon : l’étincelle qui a embrasé une institution fragilisée,['Antoine Albertini'],societe
07-05-2021,"Trop opaques, peu représentatifs : à Hollywood, les Golden Globes tentent de se réformer",['Le Monde avec AFP'],culture
07-05-2021,Covid-19 : les Européens contraints de réagir à la décision de Joe Biden de soutenir la levée des brevets sur les vaccins,"['Virginie Malingre', 'Zeliha Chaffin']",international
07-05-2021,Sommet de Porto : redonner foi en l’Europe sociale,"['Jean-Pierre Stroobants', 'Virginie Malingre']",economie
07-05-2021,Génération Navalny : être jeune et rebelle en Sibérie sous Poutine,['Benoît Vitkine'],m-le-mag
07-05-2021,Dominique Méda : « La réforme de la fonction publique va affaiblir considérablement l’administration en la rendant dépendante du pouvoir politique »,['Dominique Méda'],idees
07-05-2021,"En Argentine, Buenos Aires, une ville « à vendre »",['Flora Genoux'],international
07-05-2021,"A son procès en diffamation, Assa Traoré dénonce « une criminalisation des victimes »",['Le Monde avec AFP'],societe
07-05-2021,"Fin de règne pour Scott Rudin, producteur harceleur à Hollywood",['Samuel Blumenfeld'],m-le-mag
07-05-2021,Les professionnels de la restauration d’entreprise veulent chercher les salariés « là où ils se trouvent »,['Anne Rodier'],economie
07-05-2021,Brésil : au moins 25 morts lors d’une opération antidrogue à Rio,['Le Monde avec AFP'],international
06-05-2021,"Entre Dordogne et Garonne, sur la route avec les Templiers",['Hubert Prolongeau'],m-styles
06-05-2021,« Penser les glaciers comme des acteurs d’un monde que nous habitons en commun »,['Collectif'],climat
06-05-2021,"Ligue Europa : Manchester United contre Villarreal, l’affiche d’une finale inédite",['Le Monde avec AFP'],sport
06-05-2021,"En expo, en BD, en docu, en livres : le meilleur de Napoléon",['Le Monde'],culture
06-05-2021,Musiques avec électronique : la peur du bug,['Pierre Gervasoni'],culture
06-05-2021,"Colombie : après neuf jours de manifestations, le gouvernement appelle au dialogue",['Le Monde avec AFP'],international
06-05-2021,L’Autorité européenne de sécurité des aliments ne considère plus le dioxyde de titane comme un additif fiable,['Le Monde avec AFP'],economie
06-05-2021,Christian Estrosi quitte le parti Les Républicains,['Sarah Belouezzane'],politique
06-05-2021,Pyrénées-Orientales : le maire du Barcarès mis en examen pour extorsion,['Le Monde avec AFP'],police-justice
06-05-2021,Tensions dans les eaux de Jersey : les raisons de la colère des pêcheurs français,"['Laurence Girard', 'Cécile Ducourtieux']",economie
06-05-2021,"Sahara occidental : le Maroc rappelle son ambassadrice à Berlin, dénonçant des « actes hostiles » de l’Allemagne",['Le Monde avec AFP'],afrique
06-05-2021,L’étonnant charter des « observateurs » français d’extrême droite pour le référendum de Poutine,['Benoît Vitkine'],international
06-05-2021,Affaire du « charnier » de Paris-Descartes : l’Université de Paris mise en examen,['Rémi Dupré'],societe
06-05-2021,"Au Maroc, les ratés de la stratégie solaire",['Ghalia Kadiri'],afrique
06-05-2021,"Aux Etats-Unis, des distributeurs d’opiacés pour la première fois devant la justice",['Stéphanie Le Bars'],international
06-05-2021,"« Entendez-vous dans nos campagnes », sur LCP : les jeunes oubliés des zones rurales françaises",['Mouna El Mokhtari'],culture
